pickup_hour,day_of_week,weather_condition,pickup_zone,vehicle_type,distance_km,passenger_count,surge_multiplier,fare_amount
23,Tuesday,,Airport,UberX,6.31,2.0,1.0,
21,Thursday,Snowy,University,UberXL,2.7,2.0,1.3,5.51
2,Saturday,Rainy,Suburb,UberXL,2.3,2.0,1.38,7.76
4,Wednesday,Clear,Suburb,UberX,1.0,2.0,1.0,4.3
5,Tuesday,Rainy,Mall,Uber Pool,4.04,2.0,1.15,7.27
20,Thursday,Snowy,University,UberX,5.31,3.0,2.08,18.82
21,Friday,Foggy,Mall,UberXL,10.86,2.0,,22.47
7,Saturday,,Downtown,UberX,1.0,4.0,,7.52
6,Saturday,Rainy,Suburb,UberXL,20.62,2.0,1.38,47.48
20,Friday,Clear,Airport,Uber Black,2.45,2.0,1.92,13.93
9,Thursday,Foggy,Suburb,UberXL,3.65,4.0,1.4,12.93
5,Saturday,Clear,Downtown,Uber Black,1.0,1.0,1.2,6.98
13,Tuesday,,,Uber Black,8.47,1.0,,34.2
3,Thursday,Clear,University,UberX,9.87,3.0,1.0,
12,Thursday,Foggy,University,UberX,21.14,2.0,1.0,28.82
19,Wednesday,Clear,Suburb,UberX,3.29,2.0,1.6,9.2
16,Saturday,,Airport,UberX,2.38,1.0,1.2,9.04
22,Saturday,Clear,Airport,UberX,10.36,2.0,1.2,19.92
6,Friday,Rainy,Mall,Uber Pool,9.82,3.0,1.38,14.38
3,Wednesday,Foggy,Downtown,Uber Pool,22.13,4.0,1.0,24.01
13,Sunday,Rainy,University,UberX,1.84,2.0,1.15,
2,Wednesday,Clear,Suburb,UberX,9.77,4.0,1.0,13.25
23,Saturday,Clear,Airport,UberX,1.0,3.0,1.2,6.78
4,Thursday,Snowy,University,Uber Black,5.24,1.0,1.3,17.03
15,Wednesday,Rainy,Suburb,UberX,1.02,3.0,1.15,4.11
22,Friday,Rainy,University,UberXL,8.47,3.0,1.38,20.37
19,Wednesday,Rainy,Suburb,UberXL,7.36,3.0,1.84,25.47
3,Friday,Rainy,University,Uber Black,1.0,3.0,1.38,4.95
23,Sunday,Clear,Mall,UberX,3.08,4.0,1.0,3.0
23,Wednesday,Rainy,Downtown,UberX,4.02,3.0,1.15,10.06
1,Friday,Rainy,University,UberX,2.28,3.0,1.38,5.63
17,Wednesday,Foggy,Downtown,UberX,1.0,3.0,1.6,6.58
18,Sunday,Foggy,University,Uber Pool,3.07,3.0,,8.78
18,Wednesday,Clear,Airport,UberX,12.59,4.0,1.6,33.76
16,Tuesday,Clear,Mall,UberX,,3.0,1.0,7.38
13,Friday,Clear,,Uber Pool,3.13,1.0,1.2,6.02
18,Sunday,Clear,Downtown,UberX,22.74,3.0,1.6,48.43
21,Friday,Rainy,Airport,UberX,1.0,3.0,1.38,6.79
23,Friday,Foggy,,Uber Pool,11.66,2.0,1.2,14.71
12,Monday,Clear,Mall,Uber Black,5.28,2.0,1.0,14.15
11,Sunday,Clear,Airport,UberX,23.13,2.0,1.0,38.64
5,Wednesday,Foggy,Airport,Uber Black,4.0,3.0,1.0,13.6
20,Friday,Foggy,Downtown,Uber Black,9.85,1.0,1.92,49.23
3,Saturday,Clear,Airport,UberX,1.0,1.0,1.2,4.23
18,Monday,Rainy,Airport,UberXL,21.14,2.0,,82.64
15,Tuesday,Clear,Suburb,UberXL,3.38,2.0,1.0,7.29
12,Friday,Clear,Downtown,Uber Pool,5.94,3.0,,12.05
3,Friday,Clear,Downtown,Uber Pool,1.19,1.0,1.2,
22,Monday,Clear,Airport,UberX,23.28,,1.0,41.25
16,Wednesday,Clear,Suburb,UberXL,8.94,2.0,1.0,15.37
22,Saturday,Snowy,University,UberX,1.0,1.0,1.56,3.5
0,Tuesday,Rainy,Mall,UberX,1.35,2.0,1.15,3.64
17,Friday,Clear,Downtown,UberX,4.08,,,12.72
19,Wednesday,Clear,Suburb,UberXL,1.95,4.0,1.6,6.42
16,Sunday,Clear,Suburb,UberXL,2.91,4.0,1.0,6.96
14,Saturday,Rainy,Airport,UberX,47.9,3.0,1.38,105.92
10,Sunday,Foggy,Mall,Uber Black,8.6,,1.0,22.93
21,Saturday,,Downtown,Uber Black,20.43,3.0,1.2,59.81
12,Tuesday,Clear,University,Uber Black,4.58,4.0,1.0,14.47
0,Thursday,Rainy,Airport,UberX,9.91,1.0,1.15,21.39
16,Saturday,Rainy,Downtown,Uber Black,4.92,4.0,1.38,17.47
5,Thursday,,Downtown,Uber Pool,3.18,,1.0,4.47
3,Sunday,Rainy,Suburb,UberX,5.86,,1.15,11.12
19,Saturday,Rainy,Mall,UberX,4.46,1.0,2.21,13.37
15,Tuesday,Clear,University,Uber Pool,31.52,4.0,,34.34
14,Monday,Clear,Mall,UberXL,5.48,,1.0,
14,Tuesday,Clear,Suburb,UberXL,13.33,2.0,1.0,22.01
5,Tuesday,Foggy,University,UberX,8.79,4.0,1.0,11.9
14,Monday,Snowy,University,UberXL,5.23,3.0,,11.69
13,Monday,,Airport,UberX,5.14,3.0,1.0,10.36
10,Wednesday,Rainy,University,UberX,3.35,1.0,1.15,7.27
6,Saturday,Rainy,Downtown,UberX,1.0,1.0,1.38,5.09
8,Sunday,Rainy,Mall,UberX,11.47,2.0,1.61,26.55
15,Wednesday,Snowy,Mall,Uber Black,20.02,2.0,,59.78
4,Monday,Clear,Airport,Uber Pool,1.97,4.0,1.0,6.71
19,Thursday,Clear,University,UberX,20.79,3.0,1.6,43.32
9,Sunday,Rainy,Suburb,UberXL,,2.0,1.61,5.73
17,Thursday,Rainy,Downtown,UberX,6.04,3.0,1.84,18.36
2,Tuesday,Clear,Airport,UberX,3.37,1.0,1.0,8.84
12,Friday,Rainy,University,Uber Pool,1.0,1.0,1.38,4.18
10,Tuesday,Rainy,,UberX,1.0,4.0,1.15,4.9
16,Tuesday,Clear,University,UberX,3.64,4.0,1.0,
21,Friday,Rainy,Airport,UberX,1.0,,,3.95
12,Saturday,Clear,Suburb,UberXL,1.0,3.0,1.2,6.1
5,Monday,Snowy,Suburb,UberX,1.23,2.0,1.3,4.03
16,Thursday,,Suburb,UberX,1.0,2.0,1.0,4.68
12,Tuesday,Rainy,Suburb,Uber Black,1.33,3.0,1.15,9.77
18,Friday,Clear,University,UberX,6.89,2.0,1.92,20.7
20,Wednesday,Clear,Suburb,UberX,13.7,4.0,1.6,28.26
18,Tuesday,Rainy,University,UberX,1.72,3.0,1.84,3.84
9,Thursday,Clear,Suburb,UberX,1.0,3.0,1.4,5.25
2,Monday,Clear,,UberXL,10.46,2.0,1.0,16.2
13,Tuesday,Clear,Airport,UberXL,1.0,3.0,1.0,3.4
18,Tuesday,Foggy,University,Uber Black,10.6,4.0,1.6,40.57
4,Saturday,Rainy,University,UberX,1.12,4.0,1.38,4.27
4,Friday,Clear,Mall,UberX,2.07,1.0,1.2,5.89
19,Wednesday,Rainy,Airport,UberX,1.02,1.0,1.84,4.13
16,Wednesday,Foggy,University,UberX,2.27,1.0,1.0,6.94
20,Sunday,Rainy,Airport,UberX,12.8,1.0,1.84,41.37
9,Monday,Clear,Airport,UberX,1.14,2.0,1.4,4.63
4,Sunday,Rainy,Airport,UberX,41.15,1.0,1.15,77.93
3,Thursday,,Downtown,UberXL,3.17,1.0,1.0,7.04
5,Monday,Clear,University,UberX,20.41,1.0,1.0,26.66
3,Tuesday,Clear,Airport,UberX,1.69,1.0,,6.76
6,Tuesday,Rainy,Downtown,UberX,1.67,2.0,1.15,5.43
6,Wednesday,Clear,Downtown,UberX,6.67,1.0,1.0,11.89
17,Thursday,Snowy,Suburb,UberXL,1.0,3.0,2.08,8.59
2,Friday,,Suburb,UberX,12.92,4.0,1.2,22.1
0,Thursday,Clear,University,UberX,4.63,3.0,1.0,11.94
23,Tuesday,Clear,Suburb,UberX,9.61,2.0,1.0,14.17
3,Friday,Clear,University,UberX,1.54,2.0,1.2,7.1
5,Thursday,Clear,Downtown,Uber Black,8.23,2.0,1.0,22.34
8,Thursday,Clear,Downtown,Uber Pool,7.21,4.0,1.4,10.76
21,Friday,Clear,University,UberX,11.27,1.0,1.2,20.79
13,Tuesday,Clear,Suburb,UberXL,2.82,2.0,1.0,6.96
11,Thursday,Clear,Suburb,UberX,21.64,1.0,1.0,31.58
19,Friday,Clear,University,UberX,26.02,2.0,1.92,66.29
23,Saturday,Rainy,Mall,UberX,16.21,4.0,1.38,30.77
3,Saturday,Rainy,Suburb,Uber Pool,6.79,3.0,1.38,8.58
20,Tuesday,,Airport,UberX,4.36,3.0,1.84,16.1
23,Friday,Clear,Suburb,Uber Pool,1.0,4.0,1.2,3.47
11,Saturday,,Mall,UberX,23.53,1.0,1.38,40.3
9,Friday,Snowy,Downtown,UberX,24.26,2.0,2.18,74.55
21,Thursday,,Downtown,Uber Black,1.0,3.0,1.0,3.0
6,Tuesday,Clear,Downtown,Uber Pool,3.53,4.0,1.0,6.53
2,Saturday,Clear,Suburb,Uber Black,16.96,1.0,1.2,46.35
22,Sunday,Clear,Downtown,Uber Black,1.0,3.0,1.0,5.33
13,Thursday,Clear,Mall,UberX,1.75,4.0,1.0,4.18
23,Sunday,Rainy,Mall,UberX,30.78,2.0,,44.71
9,Sunday,Clear,Suburb,UberX,15.03,4.0,1.4,27.84
15,Monday,Snowy,Airport,UberX,19.45,,1.3,40.51
15,Monday,Clear,Suburb,Uber Pool,1.23,3.0,1.0,5.15
21,Tuesday,Clear,Downtown,Uber Black,1.9,,1.0,8.1
9,Saturday,Snowy,Suburb,Uber Black,7.44,1.0,2.18,36.77
12,Saturday,Foggy,Mall,UberX,5.57,4.0,1.2,12.64
5,Saturday,Clear,Suburb,UberXL,2.84,3.0,1.2,9.09
11,Friday,Rainy,Suburb,Uber Pool,17.22,3.0,1.38,24.04
8,Thursday,Foggy,Airport,UberX,18.53,1.0,1.4,40.84
12,Saturday,Clear,Mall,UberX,2.76,2.0,1.2,5.51
3,Thursday,Clear,University,Uber Black,1.35,1.0,1.0,3.0
23,Tuesday,Foggy,University,UberXL,1.29,3.0,1.0,4.94
10,Sunday,Clear,Mall,Uber Pool,5.3,3.0,1.0,8.54
19,Saturday,Clear,University,UberX,1.14,3.0,1.92,4.17
17,Tuesday,Clear,Downtown,UberX,5.13,2.0,1.6,13.34
10,Saturday,Clear,University,UberX,,,1.2,11.49
20,Monday,Foggy,Downtown,UberX,17.24,3.0,1.6,37.98
3,Wednesday,,Mall,UberXL,2.81,,1.0,7.83
17,Tuesday,Foggy,University,UberX,6.58,3.0,1.6,18.92
0,Saturday,Clear,University,Uber Pool,10.89,4.0,1.2,
6,Wednesday,Clear,Downtown,Uber Pool,7.25,1.0,1.0,8.13
5,Tuesday,Clear,Downtown,UberX,24.64,3.0,1.0,34.99
14,Friday,Rainy,Suburb,UberX,7.38,1.0,1.38,15.81
17,Saturday,Snowy,Airport,UberXL,18.57,1.0,2.5,99.66
23,Friday,Clear,University,Uber Black,2.25,4.0,1.2,7.13
10,Monday,Clear,Airport,UberX,6.58,1.0,1.0,13.42
19,Saturday,Rainy,Airport,UberX,6.27,1.0,2.21,23.78
23,Sunday,Rainy,University,UberXL,36.41,2.0,1.15,72.16
14,Monday,Clear,Downtown,UberXL,1.83,3.0,1.0,6.55
15,Wednesday,Rainy,Suburb,UberX,1.22,2.0,1.15,6.83
6,Tuesday,Rainy,Mall,Uber Black,7.57,3.0,1.15,20.53
20,Thursday,Clear,University,Uber Pool,2.03,1.0,1.6,6.25
9,Monday,Clear,University,UberX,8.15,3.0,1.4,16.76
11,Thursday,Clear,Mall,UberXL,28.75,1.0,,49.41
23,Thursday,Rainy,Airport,UberX,23.43,3.0,1.15,44.69
13,Tuesday,Rainy,Suburb,UberX,2.1,1.0,1.15,4.53
4,Wednesday,Clear,Airport,UberX,1.5,3.0,1.0,3.92
20,Tuesday,Clear,Mall,UberX,6.58,3.0,1.6,15.83
17,Saturday,Clear,Mall,Uber Black,7.07,3.0,,32.56
4,Monday,Foggy,Suburb,UberXL,8.68,1.0,1.0,17.32
2,Thursday,Clear,Mall,UberX,10.82,3.0,1.0,13.09
22,Tuesday,Clear,Mall,UberX,7.35,1.0,1.0,12.96
4,Tuesday,Clear,Suburb,UberXL,1.0,2.0,1.0,6.22
23,Tuesday,Clear,University,UberX,12.49,3.0,1.0,18.47
16,Monday,Clear,Airport,UberX,1.0,4.0,1.0,5.05
18,Wednesday,Clear,University,UberXL,1.0,,1.6,6.65
18,Sunday,Clear,University,Uber Pool,11.75,1.0,1.6,19.99
20,Tuesday,Rainy,Airport,UberX,6.36,4.0,1.84,21.1
11,Monday,Clear,University,UberXL,9.59,1.0,1.0,19.34
8,Thursday,Clear,,UberX,3.86,1.0,1.4,8.2
0,Saturday,Rainy,Airport,UberXL,1.0,4.0,1.38,5.58
17,Sunday,Clear,Downtown,UberXL,,4.0,1.6,8.54
20,Friday,Rainy,University,Uber Black,7.49,2.0,2.21,39.77
3,Sunday,Clear,Mall,UberXL,2.05,1.0,1.0,7.98
9,Sunday,Clear,Airport,UberX,9.31,4.0,1.4,
6,Monday,,Downtown,UberX,12.65,2.0,1.0,18.0
21,Friday,Clear,Mall,UberX,4.85,2.0,1.2,7.63
22,Tuesday,Foggy,Downtown,UberXL,16.68,1.0,1.0,35.64
0,Tuesday,Clear,University,Uber Pool,15.44,3.0,1.0,16.04
16,Sunday,Clear,Mall,UberXL,16.83,4.0,1.0,28.68
23,Monday,Clear,University,Uber Black,8.65,4.0,1.0,
1,Friday,Clear,Mall,UberX,2.91,4.0,1.2,5.44
10,Tuesday,,Airport,UberX,5.25,4.0,1.0,11.25
8,Thursday,Clear,Suburb,UberX,9.92,4.0,1.4,19.21
6,Wednesday,Clear,Suburb,UberX,1.89,4.0,1.0,3.01
21,Wednesday,Foggy,Downtown,UberX,10.74,2.0,1.0,16.75
16,Tuesday,Clear,,Uber Black,6.35,1.0,1.0,16.96
16,Friday,Rainy,University,UberX,1.0,2.0,1.38,3.0
1,Saturday,Foggy,Airport,UberXL,6.52,4.0,1.2,19.56
5,Tuesday,Clear,Airport,Uber Black,1.0,1.0,1.0,6.41
13,Saturday,Foggy,Airport,UberX,1.0,4.0,1.2,3.0
5,Saturday,Rainy,Suburb,Uber Black,17.63,1.0,1.38,56.75
1,Friday,Clear,University,UberX,5.39,2.0,1.2,10.99
0,Saturday,Snowy,Airport,UberX,6.27,1.0,1.56,17.24
9,Thursday,,,UberX,2.63,2.0,1.4,7.86
20,Friday,Clear,Downtown,UberX,6.26,4.0,1.92,18.96
4,Tuesday,Rainy,Mall,Uber Black,1.48,1.0,1.15,5.36
1,Sunday,Clear,Mall,Uber Pool,10.95,3.0,1.0,13.22
21,Thursday,Clear,Mall,UberX,13.87,,1.0,17.94
15,Monday,Clear,Downtown,UberX,15.5,2.0,1.0,21.87
1,Wednesday,,Suburb,UberX,1.0,2.0,,3.0
9,Tuesday,Rainy,Downtown,UberXL,6.53,2.0,,18.42
1,Tuesday,Rainy,Airport,UberX,13.23,2.0,1.15,26.46
15,Tuesday,Snowy,University,UberXL,1.1,4.0,1.3,3.0
15,Thursday,Clear,Airport,Uber Black,1.0,3.0,1.0,5.85
18,Monday,,Airport,UberX,13.58,2.0,1.6,36.27
6,Sunday,Rainy,University,Uber Pool,12.75,1.0,1.15,19.19
21,Friday,Rainy,Mall,UberX,4.76,1.0,1.38,11.29
11,Monday,Clear,Downtown,Uber Pool,1.0,4.0,1.0,4.26
23,Thursday,Clear,Suburb,UberX,5.81,2.0,1.0,8.46
14,Tuesday,Foggy,Airport,UberX,4.02,1.0,1.0,7.92
7,Wednesday,Snowy,Airport,Uber Black,5.85,2.0,1.82,32.32
5,Tuesday,Rainy,Suburb,Uber Black,4.64,1.0,,14.19
9,Friday,Clear,Downtown,Uber Black,6.72,4.0,1.68,28.94
2,Saturday,Snowy,Airport,UberX,10.39,1.0,1.56,28.64
18,Wednesday,,Suburb,Uber Pool,11.93,2.0,1.6,19.1
16,Tuesday,Clear,Airport,UberX,8.38,2.0,1.0,17.25
6,Sunday,Foggy,Mall,UberX,1.77,4.0,1.0,3.39
20,Wednesday,Foggy,Mall,UberX,4.05,3.0,1.6,11.4
19,Saturday,Snowy,Airport,Uber Black,1.0,2.0,2.5,12.53
3,Monday,Foggy,Airport,UberXL,4.81,3.0,1.0,15.16
13,Thursday,Rainy,Mall,UberX,,2.0,1.15,40.04
19,Tuesday,Rainy,Airport,UberX,8.21,4.0,1.84,27.79
21,Friday,Clear,Downtown,UberX,1.34,1.0,1.2,3.0
14,Monday,Rainy,Downtown,UberX,2.5,3.0,1.15,3.96
23,Tuesday,Rainy,University,UberX,1.0,1.0,1.15,4.85
7,Monday,Snowy,Downtown,UberXL,1.61,4.0,1.82,8.31
20,Friday,Clear,Airport,UberXL,5.35,,1.92,24.77
14,Tuesday,Rainy,Airport,Uber Pool,3.38,4.0,1.15,6.32
21,Saturday,Clear,Suburb,UberX,1.82,2.0,1.2,3.45
19,Saturday,Rainy,Downtown,UberX,1.27,2.0,2.21,3.49
13,Friday,Rainy,Mall,UberX,8.54,2.0,1.38,15.35
8,Wednesday,Clear,Mall,UberXL,,2.0,1.4,18.1
7,Friday,,University,UberX,14.79,3.0,1.68,35.1
16,Wednesday,Clear,Suburb,Uber Pool,1.62,4.0,1.0,4.4
1,Tuesday,Clear,Mall,UberXL,15.07,3.0,,26.91
23,Wednesday,Rainy,University,UberX,6.9,2.0,1.15,15.04
2,Tuesday,Clear,Downtown,UberX,2.48,1.0,1.0,7.88
7,Tuesday,Clear,Suburb,Uber Black,2.56,,1.4,11.8
11,Sunday,Clear,Suburb,Uber Black,3.96,1.0,1.0,12.95
0,Thursday,Clear,Airport,UberX,4.93,2.0,1.0,10.72
9,Tuesday,Rainy,Downtown,UberX,1.0,3.0,1.61,5.34
19,Wednesday,Clear,Suburb,UberXL,14.76,3.0,1.6,39.13
2,Thursday,Foggy,University,UberXL,1.04,3.0,1.0,4.82
5,Thursday,Clear,Mall,UberX,5.28,1.0,1.0,7.87
6,Tuesday,Clear,Downtown,UberX,3.86,2.0,1.0,9.46
19,Friday,Clear,Downtown,UberX,5.74,4.0,1.92,17.98
22,Friday,Rainy,Suburb,Uber Pool,17.48,4.0,1.38,
17,Saturday,Rainy,Suburb,UberX,36.14,2.0,2.21,99.31
10,Thursday,Foggy,Suburb,Uber Black,1.0,3.0,,6.38
18,Tuesday,,,UberXL,4.0,4.0,1.84,13.56
4,Sunday,Clear,Airport,UberX,13.61,3.0,1.0,23.35
18,Friday,Rainy,Suburb,UberXL,3.16,2.0,2.21,12.21
10,Sunday,Snowy,Airport,UberX,8.38,1.0,1.3,19.44
23,Tuesday,Clear,Airport,UberXL,38.89,3.0,1.0,85.39
11,Tuesday,,Downtown,UberXL,8.33,1.0,1.0,17.16
9,Thursday,Rainy,Mall,UberX,1.0,1.0,1.61,5.3
7,Sunday,,Mall,UberX,,2.0,1.4,26.56
23,Saturday,Snowy,University,Uber Black,27.21,2.0,1.56,101.83
8,Thursday,Clear,University,UberX,9.97,1.0,1.4,19.99
3,Monday,Clear,Mall,UberX,,1.0,1.0,8.85
4,Sunday,Snowy,Mall,UberX,23.71,4.0,1.3,40.79
20,Friday,Foggy,Downtown,Uber Pool,27.68,4.0,1.92,53.53
7,Friday,Clear,Downtown,UberXL,,2.0,1.68,66.17
22,Friday,Foggy,Mall,UberXL,4.25,3.0,1.2,10.04
8,Wednesday,,Suburb,UberX,12.47,1.0,1.4,26.11
14,Tuesday,,Suburb,UberX,8.49,3.0,1.0,14.72
14,Thursday,Foggy,Downtown,UberX,1.58,1.0,1.0,4.74
15,Friday,,Airport,UberX,6.13,,1.2,18.09
13,Monday,Clear,Mall,UberXL,,3.0,1.0,18.17
7,Friday,Clear,University,UberXL,18.1,2.0,1.68,53.23
17,Saturday,Rainy,Suburb,UberX,15.88,1.0,2.21,46.34
9,Tuesday,Clear,Airport,UberXL,1.34,2.0,1.4,6.47
19,Sunday,Rainy,Suburb,UberX,5.36,3.0,1.84,13.06
5,Tuesday,Rainy,Airport,UberX,5.2,,1.15,12.43
11,Sunday,Clear,Mall,Uber Pool,18.32,2.0,1.0,23.0
1,Sunday,Rainy,Mall,UberXL,1.0,3.0,1.15,3.09
6,Thursday,Foggy,Mall,UberXL,,2.0,1.0,18.59
15,Wednesday,Clear,Downtown,UberX,7.71,2.0,1.0,11.06
2,Sunday,Clear,Airport,UberX,20.36,4.0,1.0,33.63
12,Sunday,Clear,University,UberX,4.88,3.0,1.0,10.27
2,Thursday,Rainy,University,Uber Pool,8.58,3.0,1.15,14.18
17,Friday,Foggy,Mall,UberXL,28.82,3.0,1.92,89.14
10,Saturday,Clear,University,UberX,10.9,1.0,1.2,19.89
7,Monday,,Suburb,Uber Black,1.0,2.0,,
5,Thursday,Clear,Airport,UberX,1.47,4.0,,3.77
0,Wednesday,Rainy,Airport,Uber Black,,3.0,1.15,48.94
0,Thursday,Clear,Airport,UberX,3.26,4.0,1.0,8.15
22,Tuesday,Foggy,Suburb,UberX,9.79,1.0,1.0,15.89
7,Friday,Clear,Downtown,UberX,9.63,1.0,1.68,20.52
4,Friday,Rainy,Suburb,UberX,40.54,4.0,1.38,70.07
15,Sunday,Clear,Airport,Uber Black,,3.0,1.0,18.25
10,Friday,Rainy,Airport,Uber Black,10.71,,1.38,46.34
4,Friday,Clear,Airport,UberXL,1.0,3.0,1.2,6.21
3,Friday,Rainy,University,Uber Pool,4.97,3.0,1.38,7.17
5,Friday,Clear,Downtown,UberX,1.65,1.0,1.2,7.25
13,Monday,Clear,Suburb,Uber Pool,14.69,4.0,1.0,16.84
21,Wednesday,Clear,Airport,Uber Pool,14.66,1.0,1.0,19.68
18,Sunday,Rainy,,UberX,2.16,2.0,1.84,7.32
8,Friday,Clear,Downtown,UberX,3.07,1.0,,11.95
11,Sunday,Clear,Mall,Uber Black,9.7,3.0,1.0,24.91
10,Wednesday,Foggy,Downtown,UberX,10.72,4.0,1.0,
13,Saturday,Foggy,Airport,Uber Black,8.57,2.0,1.2,30.64
22,Friday,Clear,Downtown,UberX,45.7,2.0,,74.55
15,Sunday,Rainy,Downtown,UberXL,16.24,2.0,1.15,34.09
0,Thursday,Clear,Airport,UberXL,4.32,2.0,1.0,8.86
12,Sunday,Rainy,Mall,UberX,3.17,,1.15,
22,Friday,Foggy,Mall,UberX,,3.0,1.2,10.34
20,Tuesday,Clear,University,UberX,13.61,2.0,1.6,28.99
20,Monday,Rainy,Mall,UberX,5.16,3.0,1.84,13.43
12,Thursday,Clear,Mall,Uber Black,10.71,1.0,1.0,23.87
1,Thursday,Rainy,Downtown,UberX,1.0,3.0,1.15,5.55
3,Tuesday,Rainy,University,Uber Black,20.81,2.0,1.15,57.61
5,Friday,Snowy,Airport,UberX,11.89,1.0,1.56,27.99
22,Monday,Clear,Airport,UberXL,4.01,1.0,1.0,12.1
4,Thursday,Clear,Suburb,Uber Pool,3.88,1.0,,8.65
2,Monday,Clear,University,UberX,1.0,2.0,1.0,4.03
0,Thursday,Snowy,Downtown,Uber Pool,13.55,3.0,1.3,20.87
3,Friday,Rainy,Suburb,UberXL,11.71,4.0,1.38,28.84
19,Saturday,Rainy,Suburb,UberX,7.96,3.0,2.21,24.45
1,Thursday,Clear,Airport,Uber Pool,1.0,2.0,,3.0
4,Saturday,Foggy,,UberX,2.43,2.0,1.2,4.88
2,Thursday,Foggy,Downtown,UberX,4.91,1.0,1.0,7.4
8,Wednesday,Rainy,University,UberXL,2.47,3.0,1.61,9.36
19,Friday,Clear,Suburb,Uber Black,4.55,2.0,1.92,22.69
5,Tuesday,Clear,Downtown,Uber Black,2.05,2.0,1.0,8.41
17,Saturday,Rainy,Airport,UberX,3.44,4.0,2.21,13.72
5,Tuesday,,Suburb,Uber Pool,8.45,3.0,1.15,10.95
18,Friday,Clear,Suburb,Uber Black,,1.0,,77.52
11,Sunday,Rainy,Airport,Uber Pool,3.89,1.0,1.15,6.98
10,Tuesday,Clear,Airport,UberX,9.42,1.0,1.0,14.3
1,Friday,Rainy,Airport,UberXL,1.16,3.0,1.38,5.54
14,Tuesday,Clear,Downtown,Uber Pool,6.23,,1.0,8.22
11,Saturday,,Downtown,UberX,20.38,2.0,1.2,34.71
11,Wednesday,Clear,Downtown,Uber Pool,1.0,4.0,1.0,3.0
8,Tuesday,Clear,Mall,UberX,2.49,4.0,1.4,7.12
20,Saturday,Clear,Suburb,UberX,,2.0,1.92,9.19
23,Thursday,Foggy,Downtown,Uber Pool,6.09,2.0,,9.7
1,Friday,Clear,Mall,Uber Pool,9.11,3.0,1.2,11.63
21,Monday,Clear,Suburb,UberX,1.0,4.0,1.0,3.37
2,Sunday,Clear,Downtown,UberX,1.0,1.0,1.0,3.65
11,Monday,Clear,Airport,Uber Black,16.3,1.0,1.0,49.29
15,Friday,Clear,University,Uber Pool,4.87,1.0,1.2,8.01
20,Wednesday,Clear,Downtown,UberXL,4.97,1.0,1.6,15.82
23,Tuesday,Rainy,University,UberXL,23.14,2.0,1.15,46.45
0,Wednesday,Clear,Downtown,Uber Black,3.09,2.0,1.0,10.95
20,Monday,Rainy,Airport,UberX,18.19,3.0,1.84,54.32
2,Sunday,Clear,University,Uber Pool,29.28,1.0,1.0,31.03
19,Saturday,Clear,Mall,UberX,2.21,2.0,1.92,
1,Sunday,Clear,Airport,UberXL,,2.0,1.0,11.8
8,Friday,Foggy,University,UberX,6.11,2.0,1.68,13.85
18,Friday,Rainy,University,UberX,16.09,1.0,2.21,44.86
14,Wednesday,Rainy,Airport,Uber Black,2.9,2.0,1.15,12.35
17,Saturday,Clear,Airport,Uber Pool,12.8,4.0,,28.71
10,Wednesday,Foggy,Airport,UberXL,28.33,1.0,1.0,60.68
22,Tuesday,Clear,Suburb,Uber Black,14.68,1.0,1.0,34.24
15,Thursday,Clear,Mall,UberX,19.19,4.0,1.0,25.16
21,Saturday,Rainy,Downtown,Uber Black,9.86,3.0,1.38,36.75
16,Thursday,Clear,University,UberX,18.74,3.0,1.0,27.69
4,Sunday,Snowy,Downtown,UberX,1.44,1.0,1.3,3.86
11,Tuesday,,Airport,UberX,9.97,1.0,1.0,18.02
10,Thursday,Snowy,Mall,UberXL,10.53,1.0,1.3,23.77
14,Monday,Rainy,Mall,Uber Pool,,4.0,1.15,7.92
2,Sunday,Rainy,Suburb,UberXL,1.0,2.0,1.15,4.22
0,Thursday,Clear,Airport,UberX,,,1.0,15.33
19,Tuesday,Clear,University,UberX,1.0,2.0,1.6,3.0
15,Thursday,Snowy,Suburb,UberXL,3.86,2.0,1.3,10.87
1,Friday,Clear,Airport,UberX,4.0,3.0,1.2,7.88
1,Wednesday,Rainy,Suburb,UberX,54.66,4.0,1.15,76.76
2,Monday,Snowy,Downtown,UberXL,2.85,4.0,,9.17
7,Friday,Clear,Airport,Uber Pool,,1.0,1.68,26.58
23,Friday,Rainy,University,UberX,1.0,4.0,1.38,3.0
14,Tuesday,Rainy,University,UberX,,,1.15,9.52
6,Wednesday,,Airport,Uber Black,6.15,2.0,1.0,18.68
5,Wednesday,Clear,Suburb,Uber Black,7.93,4.0,,18.69
8,Saturday,Clear,Mall,Uber Pool,13.29,3.0,1.68,21.81
19,Sunday,Clear,Airport,UberX,11.48,3.0,1.6,31.61
0,Monday,Rainy,University,UberX,11.45,1.0,1.15,22.03
7,Sunday,Clear,Downtown,Uber Pool,4.53,1.0,1.4,7.84
22,Tuesday,Snowy,University,UberX,10.4,2.0,1.3,20.11
22,Monday,Clear,Mall,UberXL,5.41,4.0,1.0,13.02
2,Saturday,Rainy,University,UberX,1.0,2.0,1.38,5.84
3,Thursday,Rainy,Mall,UberXL,17.67,2.0,1.15,33.83
14,Friday,Clear,Airport,Uber Black,17.67,4.0,1.2,64.45
5,Monday,Clear,University,UberX,3.12,2.0,1.0,8.37
